station_code,start_date,end_date,observed_days,expected_days,missing_days,missing_pct
A846,2019-01-01,2024-12-31,2192,2192,0,0.0
A848,2019-01-01,2024-12-31,2192,2192,0,0.0
A849,2019-01-01,2024-12-31,2192,2192,0,0.0
A850,2019-01-01,2024-12-31,2192,2192,0,0.0
A851,2019-01-01,2024-12-31,2192,2192,0,0.0
A852,2019-01-01,2024-12-31,2192,2192,0,0.0
A853,2019-01-01,2024-12-31,2192,2192,0,0.0
A854,2019-01-01,2024-12-31,2192,2192,0,0.0
A855,2019-01-01,2024-12-31,2192,2192,0,0.0
A856,2019-01-01,2024-12-31,2192,2192,0,0.0
A857,2019-01-01,2024-12-31,2192,2192,0,0.0
A858,2019-01-01,2024-12-31,2192,2192,0,0.0
A859,2019-01-01,2024-12-31,2192,2192,0,0.0
A860,2019-01-01,2024-12-31,2192,2192,0,0.0
A861,2019-01-01,2024-12-31,2192,2192,0,0.0
A862,2019-01-01,2024-12-31,2192,2192,0,0.0
A863,2019-01-01,2024-12-31,2192,2192,0,0.0
A864,2019-01-01,2024-12-31,2192,2192,0,0.0
A865,2019-01-01,2024-12-31,2192,2192,0,0.0
A866,2019-01-01,2024-12-31,2192,2192,0,0.0
A867,2019-01-01,2024-12-31,2192,2192,0,0.0
A868,2019-01-01,2024-12-31,2192,2192,0,0.0
A869,2019-01-01,2024-12-31,2192,2192,0,0.0
A870,2019-01-01,2024-12-31,2192,2192,0,0.0
A871,2019-01-01,2024-12-31,2192,2192,0,0.0
A872,2019-01-01,2024-12-31,2192,2192,0,0.0
A873,2019-01-01,2024-12-31,2192,2192,0,0.0
A874,2019-01-01,2024-12-31,2192,2192,0,0.0
A875,2019-01-01,2024-12-31,2192,2192,0,0.0
A876,2019-01-01,2024-12-31,2192,2192,0,0.0
A878,2019-01-01,2024-12-31,2192,2192,0,0.0
A879,2019-01-01,2024-12-31,2192,2192,0,0.0
A880,2019-01-01,2024-12-31,2192,2192,0,0.0
A881,2019-01-01,2024-12-31,2192,2192,0,0.0
A882,2019-01-01,2024-12-31,2192,2192,0,0.0
A883,2019-01-01,2024-12-31,2192,2192,0,0.0
A884,2019-01-01,2024-12-31,2192,2192,0,0.0
A886,2019-01-01,2024-12-31,2192,2192,0,0.0
A887,2019-07-18,2024-12-31,1994,1994,0,0.0
A889,2019-01-01,2024-12-31,2192,2192,0,0.0
A893,2019-01-01,2024-12-31,2192,2192,0,0.0
A894,2019-01-01,2024-12-31,2192,2192,0,0.0
A895,2019-02-19,2024-12-31,2143,2143,0,0.0
A897,2019-01-01,2024-12-31,2192,2192,0,0.0
A898,2019-02-15,2024-12-31,2147,2147,0,0.0
A899,2019-01-01,2024-12-31,2192,2192,0,0.0
A901,2019-01-01,2024-12-31,2192,2192,0,0.0
A902,2019-01-01,2024-12-31,2192,2192,0,0.0
A903,2019-01-01,2024-12-31,2192,2192,0,0.0
A904,2019-01-01,2024-12-31,2192,2192,0,0.0
A905,2019-01-01,2024-12-31,2192,2192,0,0.0
A906,2019-01-01,2024-12-31,2192,2192,0,0.0
A907,2019-01-01,2024-12-31,2192,2192,0,0.0
A908,2019-01-01,2024-12-31,2192,2192,0,0.0
A909,2019-01-01,2024-12-31,2192,2192,0,0.0
A910,2019-01-01,2024-12-31,2192,2192,0,0.0
A911,2019-01-01,2024-12-31,2192,2192,0,0.0
A912,2019-01-01,2024-12-31,2192,2192,0,0.0
A913,2019-01-01,2024-12-31,2192,2192,0,0.0
A914,2019-01-01,2024-12-31,2192,2192,0,0.0
A915,2019-01-01,2024-12-31,2192,2192,0,0.0
A916,2019-01-01,2024-12-31,1461,2192,731,33.3485401459854
A917,2019-01-01,2024-12-31,2192,2192,0,0.0
A919,2019-01-01,2024-12-31,2192,2192,0,0.0
A920,2019-01-01,2024-12-31,2192,2192,0,0.0
A921,2019-01-01,2024-12-31,2192,2192,0,0.0
A922,2019-01-01,2024-12-31,2192,2192,0,0.0
A923,2019-01-01,2024-12-31,2192,2192,0,0.0
A924,2019-01-01,2024-12-31,2192,2192,0,0.0
A925,2019-01-01,2024-12-31,2192,2192,0,0.0
A926,2019-01-01,2024-12-31,2192,2192,0,0.0
A927,2019-01-01,2024-12-31,2192,2192,0,0.0
A928,2019-01-01,2024-12-31,2192,2192,0,0.0
A929,2019-01-01,2024-12-31,2192,2192,0,0.0
A930,2019-01-01,2024-12-31,2192,2192,0,0.0
A931,2019-01-01,2024-12-31,2192,2192,0,0.0
A932,2019-01-01,2024-12-31,2192,2192,0,0.0
A933,2019-01-01,2024-12-31,2192,2192,0,0.0
A934,2019-01-01,2024-12-31,2192,2192,0,0.0
A935,2019-01-01,2024-12-31,2192,2192,0,0.0
A936,2019-01-01,2024-12-31,2192,2192,0,0.0
A937,2019-01-01,2024-12-31,2192,2192,0,0.0
A938,2019-01-01,2024-12-31,2192,2192,0,0.0
A939,2019-01-01,2024-12-31,2192,2192,0,0.0
A940,2019-01-01,2024-12-31,2192,2192,0,0.0
A941,2019-01-01,2020-12-31,731,731,0,0.0
A942,2019-02-19,2024-12-31,2143,2143,0,0.0
A943,2019-03-29,2024-12-31,2105,2105,0,0.0
A944,2019-05-30,2024-12-31,2043,2043,0,0.0
B803,2019-01-01,2024-12-31,2192,2192,0,0.0
B804,2019-01-01,2024-12-31,2192,2192,0,0.0
B806,2019-01-01,2024-12-31,2192,2192,0,0.0
F501,2019-01-01,2024-12-31,2192,2192,0,0.0
S701,2019-01-01,2021-12-31,1096,1096,0,0.0
S702,2019-01-01,2021-12-31,1096,1096,0,0.0
S703,2019-01-01,2021-12-31,1096,1096,0,0.0
S704,2019-01-01,2021-12-31,1096,1096,0,0.0
S705,2019-01-01,2021-12-31,1096,1096,0,0.0
S706,2019-01-01,2021-12-31,1096,1096,0,0.0
S707,2019-01-01,2021-12-31,1096,1096,0,0.0
S708,2019-01-01,2021-12-31,1096,1096,0,0.0
S709,2019-01-01,2021-12-31,1096,1096,0,0.0
S710,2019-01-01,2021-12-31,1096,1096,0,0.0
S711,2019-01-01,2021-12-31,1096,1096,0,0.0
S712,2019-01-01,2021-12-31,1096,1096,0,0.0
S713,2019-01-01,2021-12-31,1096,1096,0,0.0
S714,2019-01-01,2021-12-31,1096,1096,0,0.0
S715,2019-01-01,2021-12-31,1096,1096,0,0.0
S716,2019-01-01,2021-12-31,1096,1096,0,0.0
S717,2019-01-01,2021-12-31,1096,1096,0,0.0
