data;umidade_observada;umidade_prevista
2024-08-19;29.385;45.375
2024-08-20;31.177;45.062
2024-08-21;34.642;44.72
2024-08-22;27.469;44.348
2024-08-23;32.083;43.95
2024-08-24;35.521;43.529
2024-08-25;45.147;43.09
2024-08-26;59.781;42.637
2024-08-27;50.663;42.177
2024-08-28;45.896;41.717
2024-08-29;50.177;41.263
2024-08-30;45.802;40.823
2024-08-31;36.698;40.405
2024-09-01;29.333;40.018
2024-09-02;26.104;39.668
2024-09-03;29.521;39.363
2024-09-04;27.177;39.11
2024-09-05;27.585;38.917
2024-09-06;25.989;38.787
2024-09-07;27.621;38.727
2024-09-08;33.596;38.739
2024-09-09;28.914;38.825
2024-09-10;32.606;38.989
2024-09-11;36.552;39.228
2024-09-12;33.116;39.542
2024-09-13;35.344;39.928
2024-09-14;32.062;40.383
2024-09-15;28.26;40.901
2024-09-16;29.125;41.477
2024-09-17;37.809;42.103
2024-09-18;34.737;42.773
2024-09-19;40.625;43.477
2024-09-20;37.821;44.207
2024-09-21;32.382;44.955
2024-09-22;27.922;45.712
2024-09-23;28.584;46.469
2024-09-24;31.179;47.218
2024-09-25;27.505;47.951
2024-09-26;28.25;48.663
2024-09-27;28.966;49.346
2024-09-28;37.297;49.996
2024-09-29;46.351;50.61
2024-09-30;37.968;51.186
2024-10-01;28.298;51.722
2024-10-02;31.717;52.218
2024-10-03;28.696;52.676
2024-10-04;22.609;53.099
2024-10-05;28.25;53.491
2024-10-06;32.286;53.856
2024-10-07;48.432;54.2
2024-10-08;57.74;54.531
2024-10-09;55.446;54.854
2024-10-10;72.645;55.178
2024-10-11;68.516;55.509
2024-10-12;72.681;55.856
2024-10-13;62.156;56.226
2024-10-14;59.778;56.625
2024-10-15;81.088;57.059
2024-10-16;78.287;57.534
2024-10-17;86.593;58.053
2024-10-18;80.096;58.621
2024-10-19;83.989;59.239
2024-10-20;81.156;59.907
2024-10-21;79.37;60.624
2024-10-22;79.424;61.39
2024-10-23;78.267;62.2
2024-10-24;72.411;63.05
2024-10-25;80.506;63.933
2024-10-26;69.912;64.845
2024-10-27;69.542;65.775
2024-10-28;70.778;66.717
2024-10-29;71.33;67.662
2024-10-30;81.396;68.599
2024-10-31;80.716;69.521
2024-11-01;73.438;70.416
2024-11-02;78.152;71.278
2024-11-03;78.147;72.095
2024-11-04;69.374;72.862
2024-11-05;89.0;73.571
2024-11-06;76.032;74.216
2024-11-07;83.5;74.792
2024-11-08;85.385;75.295
2024-11-09;86.236;75.724
2024-11-10;71.758;76.076
2024-11-11;84.511;76.353
2024-11-12;79.659;76.555
2024-11-13;83.213;76.686
2024-11-14;88.056;76.751
2024-11-15;90.065;76.754
2024-11-16;76.09;76.701
2024-11-17;85.057;76.6
2024-11-18;75.843;76.458
2024-11-19;71.098;76.283
2024-11-20;72.911;76.084
2024-11-21;73.674;75.87
2024-11-22;81.88;75.649
2024-11-23;85.333;75.429
2024-11-24;83.967;75.219
2024-11-25;76.593;75.025
2024-11-26;73.467;74.854
2024-11-27;78.043;74.711
2024-11-28;74.932;74.602
2024-11-29;77.098;74.53
2024-11-30;71.511;74.498
2024-12-01;77.239;74.507
2024-12-02;81.483;74.558
2024-12-03;75.078;74.651
2024-12-04;77.33;74.783
2024-12-05;75.236;74.952
2024-12-06;53.409;75.154
2024-12-07;52.728;75.386
2024-12-08;58.911;75.643
2024-12-09;70.363;75.919
2024-12-10;71.143;76.208
2024-12-11;75.865;76.505
2024-12-12;81.225;76.804
2024-12-13;68.815;77.098
2024-12-14;74.978;77.383
2024-12-15;84.989;77.651
2024-12-16;75.295;77.899
2024-12-17;81.478;78.121
2024-12-18;77.216;78.314
2024-12-19;77.444;78.473
2024-12-20;73.0;78.597
2024-12-21;80.882;78.683
2024-12-22;85.297;78.73
2024-12-23;82.033;78.738
2024-12-24;85.853;78.705
2024-12-25;84.258;78.634
2024-12-26;84.299;78.524
2024-12-27;79.795;78.379
2024-12-28;74.495;78.201
2024-12-29;77.449;77.991
2024-12-30;82.098;77.755
2024-12-31;78.891;77.494
