REGI?O:;UF:;ESTAC?O:;CODIGO (WMO):;LATITUDE:;LONGITUDE:;ALTITUDE:;Arquivo
N;PA;SOURE;A227;-0.72777777;-48.51583333;12.54;INMET_N_PA_A227_SOURE_01-01-2019_A_31-12-2019.CSV
SE;MG;ARACUAI;A566;-16.84888888;-42.44055555;308.0;INMET_SE_MG_A566_ARACUAI_01-01-2019_A_31-12-2019.CSV
SE;RJ;MACAE;A608;-22.3761111;-41.81194444;28.0;INMET_SE_RJ_A608_MACAE_01-01-2019_A_31-12-2019.CSV
N;PA;SERRA DOS CARAJAS;A230;-6.077427;-50.142265;707.0;INMET_N_PA_A230_SERRA DOS CARAJAS_01-01-2019_A_31-12-2019.CSV
NE;BA;ILHEUS;A410;-14.658803;-39.181438;80.21;INMET_NE_BA_A410_ILHEUS_01-01-2019_A_31-12-2019.CSV
NE;MA;COLINAS;A222;-6.033167;-44.233402;175.37;INMET_NE_MA_A222_COLINAS_01-01-2019_A_31-12-2019.CSV
SE;MG;ARAXA;A505;-19.605696;-46.949617;1018.32;INMET_SE_MG_A505_ARAXA_01-01-2019_A_31-12-2019.CSV
SE;MG;CAMPINA VERDE;A519;-19.53921;-49.518133;559.07;INMET_SE_MG_A519_CAMPINA VERDE_01-01-2019_A_31-12-2019.CSV
SE;MG;MARIA DA FE;A531;-22.314567;-45.373049;1281.43;INMET_SE_MG_A531_MARIA DA FE_01-01-2019_A_31-12-2019.CSV
CO;MS;CAMAPUA;S707;-19.587528;-54.030083;540.0;INMET_CO_MS_S707_CAMAPUA_01-01-2019_A_31-12-2019.CSV
NE;MA;FAROL de SANTANA;A217;-2.270811;-43.624043;9.87;INMET_NE_MA_A217_FAROL de SANTANA_01-01-2019_A_31-12-2019.CSV
SE;MG;UBERLANDIA;A507;-18.917072;-48.255657;874.77;INMET_SE_MG_A507_UBERLANDIA_01-01-2019_A_31-12-2019.CSV
N;PA;MARABA;A240;-5.366447;-49.051166;116.58;INMET_N_PA_A240_MARABA_01-01-2019_A_31-12-2019.CSV
S;PR;JAPIRA;A871;-23.773341;-50.18057;692.88;INMET_S_PR_A871_JAPIRA_01-01-2019_A_31-12-2019.CSV
CO;MS;PEDRO GOMES;S714;-18.072711;-54.548811;251.0;INMET_CO_MS_S714_PEDRO GOMES_01-01-2019_A_31-12-2019.CSV
S;RS;QUARAI;A831;-30.368578;-56.437115;113.05;INMET_S_RS_A831_QUARAI_01-01-2019_A_31-12-2019.CSV
NE;CE;QUIXADA;A369;-4.978783;-39.057183;193.0;INMET_NE_CE_A369_QUIXADA_01-01-2019_A_31-12-2019.CSV
N;AC;CRUZEIRO DO SUL;A108;-7.610773;-72.681333;220.0;INMET_N_AC_A108_CRUZEIRO DO SUL_01-01-2019_A_31-12-2019.CSV
NE;BA;IPIAU;A445;-14.171304;-39.692502;132.11;INMET_NE_BA_A445_IPIAU_01-01-2019_A_31-12-2019.CSV
NE;CE;IGUATU;A319;-6.396375;-39.268954;221.56;INMET_NE_CE_A319_IGUATU_01-01-2019_A_31-12-2019.CSV
S;PR;MAL. CANDIDO RONDON;A820;-24.533303;-54.019248;392.07;INMET_S_PR_A820_MAL. CANDIDO RONDON_01-01-2019_A_31-12-2019.CSV
S;RS;CAMBARA DO SUL;A897;-29.049125;-50.149636;1017.0;INMET_S_RS_A897_CAMBARA DO SUL_01-01-2019_A_31-12-2019.CSV
NE;AL;PALMEIRA DOS INDIOS;A327;-9.42027777;-36.62027777;278.01;INMET_NE_AL_A327_PALMEIRA DOS INDIOS_01-01-2019_A_31-12-2019.CSV
SE;SP;CASA BRANCA;A738;-21.78056;-47.07528;734.15;INMET_SE_SP_A738_CASA BRANCA_01-01-2019_A_31-12-2019.CSV
CO;MT;PARANATINGA;A915;-14.421492;-54.036055;476.91;INMET_CO_MT_A915_PARANATINGA_01-01-2019_A_31-12-2019.CSV
SE;MG;MONTE VERDE;A509;-22.861604;-46.043365;1544.89;INMET_SE_MG_A509_MONTE VERDE_01-01-2019_A_31-12-2019.CSV
CO;MS;SANTA RITA DO PARDO;S716;-21.305889;-52.820375;383.0;INMET_CO_MS_S716_SANTA RITA DO PARDO_01-01-2019_A_31-12-2019.CSV
SE;RJ;TRES RIOS;A625;-22.09833333;-43.20833333;295.0;INMET_SE_RJ_A625_TRES RIOS_01-01-2019_A_31-12-2019.CSV
S;PR;INACIO MARTINS;A823;-25.567879;-51.077946;1208.85;INMET_S_PR_A823_INACIO MARTINS_01-01-2019_A_31-12-2019.CSV
SE;SP;LINS;A727;-21.666045;-49.734854;460.65;INMET_SE_SP_A727_LINS_01-01-2019_A_31-12-2019.CSV
NE;MA;ESTREITO;A224;-6.65333333;-47.41833332;182.96;INMET_NE_MA_A224_ESTREITO_01-01-2019_A_31-12-2019.CSV
NE;CE;JAGUARIBE;A358;-5.90555555;-38.62777777;149.31;INMET_NE_CE_A358_JAGUARIBE_01-01-2019_A_31-12-2019.CSV
CO;MT;JUINA;A920;-11.375126;-58.774785;365.39;INMET_CO_MT_A920_JUINA_01-01-2019_A_31-12-2019.CSV
SE;SP;PIRACICABA;A726;-22.703132;-47.623317;566.46;INMET_SE_SP_A726_PIRACICABA_01-01-2019_A_31-12-2019.CSV
SE;MG;VARGINHA;A515;-21.56638888;-45.40416666;949.78;INMET_SE_MG_A515_VARGINHA_01-01-2019_A_31-12-2019.CSV
S;RS;PORTO ALEGRE;A801;-30.053536;-51.174766;41.18;INMET_S_RS_A801_PORTO ALEGRE_01-01-2019_A_31-12-2019.CSV
N;TO;ARAGUACU;A054;-12.592213;-49.528738;231.0;INMET_N_TO_A054_ARAGUACU_01-01-2019_A_31-12-2019.CSV
CO;GO;GOIAS;A014;-15.939729;-50.141433;512.86;INMET_CO_GO_A014_GOIAS_01-01-2019_A_31-12-2019.CSV
S;PR;CURITIBA;A807;-25.448688;-49.230602;922.91;INMET_S_PR_A807_CURITIBA_01-01-2019_A_31-12-2019.CSV
SE;RJ;DUQUE DE CAXIAS - XEREM;A603;-22.58972221;-43.28222221;22.0;INMET_SE_RJ_A603_DUQUE DE CAXIAS - XEREM_01-01-2019_A_31-12-2019.CSV
SE;MG;FLORESTAL;A535;-19.885398;-44.416883;753.5;INMET_SE_MG_A535_FLORESTAL_01-01-2019_A_31-12-2019.CSV
CO;MS;RIBAS DO RIO PARDO;S715;-20.466694;-53.763028;442.0;INMET_CO_MS_S715_RIBAS DO RIO PARDO_01-01-2019_A_31-12-2019.CSV
S;RS;CAMPO BOM;A884;-29.674293;-51.064042;23.35;INMET_S_RS_A884_CAMPO BOM_01-01-2019_A_31-12-2019.CSV
NE;PB;MONTEIRO;A334;-7.894465;-37.124704;606.39;INMET_NE_PB_A334_MONTEIRO_01-01-2019_A_31-12-2019.CSV
CO;MS;IGUATEMI;S709;-23.644481;-54.570289;319.0;INMET_CO_MS_S709_IGUATEMI_01-01-2019_A_31-12-2019.CSV
SE;MG;SAO JOAO DEL REI;A514;-21.106502;-44.250928;929.88;INMET_SE_MG_A514_SAO JOAO DEL REI_01-01-2019_A_31-12-2019.CSV
NE;MA;BURITICUPU;A238;-4.320597;-46.449503;174.91;INMET_NE_MA_A238_BURITICUPU_01-01-2019_A_31-12-2019.CSV
NE;BA;BURITIRAMA;A432;-10.722925;-43.651203;506.06;INMET_NE_BA_A432_BURITIRAMA_01-01-2019_A_31-12-2019.CSV
NE;BA;MARAU;A438;-13.90694;-38.97222;6.24;INMET_NE_BA_A438_MARAU_01-01-2019_A_31-12-2019.CSV
S;RS;DOM PEDRITO;A881;-31.002528;-54.618139;150.0;INMET_S_RS_A881_DOM PEDRITO_01-01-2019_A_31-12-2019.CSV
SE;MG;DIVINOPOLIS;A564;-20.173278;-44.874944;796.0;INMET_SE_MG_A564_DIVINOPOLIS_01-01-2019_A_31-12-2019.CSV
S;SC;ITUPORANGA;A863;-27.41841;-49.646874;479.79;INMET_S_SC_A863_ITUPORANGA_01-01-2019_A_31-12-2019.CSV
S;SC;SAO JOAQUIM;A815;-28.27564;-49.934617;1400.06;INMET_S_SC_A815_SAO JOAQUIM_01-01-2019_A_31-12-2019.CSV
N;PA;SAO FELIX DO XINGU;A216;-6.639622;-51.956966;211.0;INMET_N_PA_A216_SAO FELIX DO XINGU_01-01-2019_A_31-12-2019.CSV
NE;PB;CAMPINA GRANDE;A313;-7.225574;-35.904831;546.17;INMET_NE_PB_A313_CAMPINA GRANDE_01-01-2019_A_31-12-2019.CSV
N;TO;RIO SONO;A050;-9.793363;-47.132732;291.0;INMET_N_TO_A050_RIO SONO_01-01-2019_A_31-12-2019.CSV
CO;MT;NOVA UBIRATA;A929;-13.41111111;-54.75222222;466.48;INMET_CO_MT_A929_NOVA UBIRATA_01-01-2019_A_31-12-2019.CSV
S;RS;TORRES;A808;-29.350359;-49.733263;8.44;INMET_S_RS_A808_TORRES_01-01-2019_A_31-12-2019.CSV
NE;RN;CALCANHAR;A344;-5.159925;-35.487616;9.82;INMET_NE_RN_A344_CALCANHAR_01-01-2019_A_31-12-2019.CSV
N;AM;APUI;A113;-7.205475;-59.888561;156.97;INMET_N_AM_A113_APUI_01-01-2019_A_31-12-2019.CSV
CO;MT;PORTO ESTRELA;A935;-15.32472221;-57.22583332;147.75;INMET_CO_MT_A935_PORTO ESTRELA_01-01-2019_A_31-12-2019.CSV
N;PA;RONDON DO PARA;A214;-4.827501;-48.173556;203.0;INMET_N_PA_A214_RONDON DO PARA_01-01-2019_A_31-12-2019.CSV
NE;BA;CORRENTINA;A416;-13.332386;-44.617376;551.71;INMET_NE_BA_A416_CORRENTINA_01-01-2019_A_31-12-2019.CSV
SE;MG;DORES DO INDAIA;A536;-19.481935;-45.593932;721.09;INMET_SE_MG_A536_DORES DO INDAIA_01-01-2019_A_31-12-2019.CSV
CO;GO;LUZIANIA;A012;-16.26055555;-47.96694443;1000.82;INMET_CO_GO_A012_LUZIANIA_01-01-2019_A_31-12-2019.CSV
CO;MS;AGUA CLARA;A756;-20.44444;-52.87583;323.63;INMET_CO_MS_A756_AGUA CLARA_01-01-2019_A_31-12-2019.CSV
S;RS;Santa Vitoria do Palmar - Barra do Chui;A899;-33.742297;-53.372218;7.41;INMET_S_RS_A899_Santa Vitoria do Palmar - Barra do Chui_01-01-2019_A_31-12-2019.CSV
NE;MA;CAROLINA;A205;-7.337269;-47.459839;182.88;INMET_NE_MA_A205_CAROLINA_01-01-2019_A_31-12-2019.CSV
N;TO;GURUPI;A019;-11.745782;-49.049703;279.07;INMET_N_TO_A019_GURUPI_01-01-2019_A_31-12-2019.CSV
S;PR;IVAI;A818;-25.010757;-50.853853;803.58;INMET_S_PR_A818_IVAI_01-01-2019_A_31-12-2019.CSV
SE;SP;TAUBATE;A728;-23.041668;-45.520841;582.26;INMET_SE_SP_A728_TAUBATE_01-01-2019_A_31-12-2019.CSV
S;RS;CRUZ ALTA;A853;-28.60344;-53.673597;426.69;INMET_S_RS_A853_CRUZ ALTA_01-01-2019_A_31-12-2019.CSV
SE;SP;DRACENA;A762;-21.457699;-51.552254;720.0;INMET_SE_SP_A762_DRACENA_01-01-2019_A_31-12-2019.CSV
CO;MT;PRIMAVERA DO LESTE;A923;-15.57999999;-54.3811111;680.0;INMET_CO_MT_A923_PRIMAVERA DO LESTE_01-01-2019_A_31-12-2019.CSV
NE;BA;BARREIRAS;A402;-12.124715;-45.027049;474.17;INMET_NE_BA_A402_BARREIRAS_01-01-2019_A_31-12-2019.CSV
S;SC;CAMPOS NOVOS;A898;-27.3886111;-51.21583333;963.0;INMET_S_SC_A898_CAMPOS NOVOS_15-02-2019_A_31-12-2019.CSV
SE;RJ;CARMO;A629;-21.938745;-42.600936;293.0;INMET_SE_RJ_A629_CARMO_01-01-2019_A_31-12-2019.CSV
CO;GO;MINEIROS;A026;-17.45472222;-52.60111111;862.0;INMET_CO_GO_A026_MINEIROS_01-01-2019_A_31-12-2019.CSV
CO;MS;FATIMA DO SUL;S708;-22.308694;-54.325833;340.0;INMET_CO_MS_S708_FATIMA DO SUL_01-01-2019_A_31-12-2019.CSV
NE;CE;JAGUARUANA;A339;-4.78694444;-37.76666666;49.0;INMET_NE_CE_A339_JAGUARUANA_01-01-2019_A_31-12-2019.CSV
S;RS;BAGE;A827;-31.347801;-54.013292;226.19;INMET_S_RS_A827_BAGE_01-01-2019_A_31-12-2019.CSV
SE;ES;VENDA NOVA DO IMIGRANTE;A633;-20.385423;-41.189934;722.0;INMET_SE_ES_A633_VENDA NOVA DO IMIGRANTE_01-01-2019_A_31-12-2019.CSV
SE;SP;ARIRANHA;A736;-21.13305554;-48.84055555;525.44;INMET_SE_SP_A736_ARIRANHA_01-01-2019_A_31-12-2019.CSV
NE;PE;ARCO VERDE;A309;-8.433544;-37.055477;683.95;INMET_NE_PE_A309_ARCO VERDE_01-01-2019_A_31-12-2019.CSV
CO;MT;COTRIGUACU;A919;-9.906296;-58.572235;265.0;INMET_CO_MT_A919_COTRIGUACU_01-01-2019_A_31-12-2019.CSV
NE;BA;FEIRA DE SANTANA;A413;-12.1962;-38.967384;229.64;INMET_NE_BA_A413_FEIRA DE SANTANA_01-01-2019_A_31-12-2019.CSV
CO;DF;BRASILIA;A001;-15.789343;-47.925756;1160.96;INMET_CO_DF_A001_BRASILIA_01-01-2019_A_31-12-2019.CSV
NE;MA;BARRA DO CORDA;A221;-5.50666666;-45.23694444;154.19;INMET_NE_MA_A221_BARRA DO CORDA_01-01-2019_A_31-12-2019.CSV
S;SC;BOM JARDIM DA SERRA - MORRO DA IGREJA;A845;-28.126992;-49.47961;1790.38;INMET_S_SC_A845_BOM JARDIM DA SERRA - MORRO DA IGREJA_01-01-2019_A_31-12-2019.CSV
NE;PB;JOAO PESSOA;A320;-7.165409;-34.815627;33.5;INMET_NE_PB_A320_JOAO PESSOA_01-01-2019_A_31-12-2019.CSV
SE;MG;AGUAS VERMELHAS;A549;-15.751536;-41.457787;754.07;INMET_SE_MG_A549_AGUAS VERMELHAS_01-01-2019_A_31-12-2019.CSV
NE;PE;OURICURI;A366;-7.885833;-40.102683;457.85;INMET_NE_PE_A366_OURICURI_01-01-2019_A_31-12-2019.CSV
N;PA;TUCUMA;A234;-6.743208;-51.141899;320.93;INMET_N_PA_A234_TUCUMA_01-01-2019_A_31-12-2019.CSV
SE;SP;RANCHARIA;A718;-22.372832;-50.97471;398.75;INMET_SE_SP_A718_RANCHARIA_01-01-2019_A_31-12-2019.CSV
NE;BA;CARAVELAS;A405;-17.739413;-39.258617;6.05;INMET_NE_BA_A405_CARAVELAS_01-01-2019_A_31-12-2019.CSV
S;PR;DIAMANTE DO NORTE;A849;-22.639366;-52.890156;368.22;INMET_S_PR_A849_DIAMANTE DO NORTE_01-01-2019_A_31-12-2019.CSV
SE;ES;AFONSO CLAUDIO;A657;-20.10416666;-41.10694444;507.48;INMET_SE_ES_A657_AFONSO CLAUDIO_01-01-2019_A_31-12-2019.CSV
NE;RN;APODI;A340;-5.626559;-37.814991;131.41;INMET_NE_RN_A340_APODI_01-01-2019_A_31-12-2019.CSV
NE;CE;ACARAU;A360;-3.121067;-40.087288;67.15;INMET_NE_CE_A360_ACARAU_01-01-2019_A_31-12-2019.CSV
N;AM;PRESIDENTE FIGUEIREDO;A126;-2.056558;-60.025756;60.99;INMET_N_AM_A126_PRESIDENTE FIGUEIREDO_01-01-2019_A_31-12-2019.CSV
NE;MA;PREGUICAS;A218;-2.592341;-42.707553;4.62;INMET_NE_MA_A218_PREGUICAS_01-01-2019_A_31-12-2019.CSV
NE;PI;VALENCA DO PIAUI;A363;-6.399274;-41.739953;313.39;INMET_NE_PI_A363_VALENCA DO PIAUI_01-01-2019_A_31-12-2019.CSV
NE;PI;CORRENTE;A374;-10.42916666;-45.17305554;452.0;INMET_NE_PI_A374_CORRENTE_01-01-2019_A_31-12-2019.CSV
N;PA;MINA DO PALITO;A246;-6.320067;-55.787783;259.88;INMET_N_PA_A246_MINA DO PALITO_01-01-2019_A_31-12-2019.CSV
SE;RJ;SAQUAREMA - SAMPAIO CORREIA;A667;-22.8711111;-42.60888888;26.0;INMET_SE_RJ_A667_SAQUAREMA - SAMPAIO CORREIA_01-01-2019_A_31-12-2019.CSV
CO;GO;SILVANIA;A037;-16.679786;-48.618171;952.0;INMET_CO_GO_A037_SILVANIA_01-01-2019_A_31-12-2019.CSV
N;PA;CAPITAO POCO;A248;-1.734766;-47.0575;79.1;INMET_N_PA_A248_CAPITAO POCO_01-01-2019_A_31-12-2019.CSV
S;PR;LARANJEIRAS DO SUL;B804;-25.36888888;-52.39194444;835.0;INMET_S_PR_B804_LARANJEIRAS DO SUL_01-01-2019_A_31-12-2019.CSV
CO;MS;JUTI;A749;-22.85721;-54.605634;375.18;INMET_CO_MS_A749_JUTI_01-01-2019_A_31-12-2019.CSV
NE;BA;PILAO ARCADO;A449;-10.018333;-42.500278;385.0;INMET_NE_BA_A449_PILAO ARCADO_01-01-2019_A_31-12-2019.CSV
CO;MT;RONDONOPOLIS;A907;-16.462419;-54.580151;289.88;INMET_CO_MT_A907_RONDONOPOLIS_01-01-2019_A_31-12-2019.CSV
SE;MG;UBERABA;A568;-19.710028;-47.961889;778.0;INMET_SE_MG_A568_UBERABA_01-01-2019_A_31-12-2019.CSV
NE;PE;PALMARES;A357;-8.66666666;-35.56805554;164.01;INMET_NE_PE_A357_PALMARES_01-01-2019_A_31-12-2019.CSV
SE;ES;SAO MATEUS;A616;-18.676198;-39.864051;28.66;INMET_SE_ES_A616_SAO MATEUS_01-01-2019_A_31-12-2019.CSV
SE;MG;SALINAS;A552;-16.160327;-42.310266;487.14;INMET_SE_MG_A552_SALINAS_01-01-2019_A_31-12-2019.CSV
N;PA;MONTE ALEGRE;A239;-2.000054;-54.076479;100.53;INMET_N_PA_A239_MONTE ALEGRE_01-01-2019_A_31-12-2019.CSV
S;RS;BENTO GONCALVES;A840;-29.164581;-51.534202;623.27;INMET_S_RS_A840_BENTO GONCALVES_01-01-2019_A_31-12-2019.CSV
S;RS;ENCRUZILHADA DO SUL;A893;-30.54305555;-52.52472221;427.75;INMET_S_RS_A893_ENCRUZILHADA DO SUL_01-01-2019_A_31-12-2019.CSV
SE;MG;TRES MARIAS;A528;-18.200855;-45.459836;931.01;INMET_SE_MG_A528_TRES MARIAS_01-01-2019_A_31-12-2019.CSV
SE;RJ;RIO CLARO;A626;-22.653579;-44.040916;516.0;INMET_SE_RJ_A626_RIO CLARO_01-01-2019_A_31-12-2019.CSV
CO;MT;SALTO DO CEU;A936;-15.12472221;-58.12722221;300.83;INMET_CO_MT_A936_SALTO DO CEU_01-01-2019_A_31-12-2019.CSV
N;AM;BARCELOS;A128;-0.987292;-62.924251;29.88;INMET_N_AM_A128_BARCELOS_01-01-2019_A_31-12-2019.CSV
S;PR;GOIOERE;A825;-24.15833333;-53.03055554;452.34;INMET_S_PR_A825_GOIOERE_01-01-2019_A_31-12-2019.CSV
NE;BA;SANTA RITA DE CASSIA;A415;-11.00277777;-44.52499999;450.01;INMET_NE_BA_A415_SANTA RITA DE CASSIA_01-01-2019_A_31-12-2019.CSV
CO;GO;SAO MIGUEL DO ARAGUAIA;A031;-12.820489;-50.335969;210.0;INMET_CO_GO_A031_SAO MIGUEL DO ARAGUAIA_01-01-2019_A_31-12-2019.CSV
SE;MG;CORONEL PACHECO;A557;-21.546728;-43.261029;411.14;INMET_SE_MG_A557_CORONEL PACHECO_01-01-2019_A_31-12-2019.CSV
NE;MA;SAO LUIS;A203;-2.526771;-44.213577;54.8;INMET_NE_MA_A203_SAO LUIS_01-01-2019_A_31-12-2019.CSV
NE;BA;SENHOR DO BONFIM;A428;-10.443072;-40.148244;532.09;INMET_NE_BA_A428_SENHOR DO BONFIM_01-01-2019_A_31-12-2019.CSV
N;PA;MEDICILANDIA;A209;-3.510943;-52.96345;251.68;INMET_N_PA_A209_MEDICILANDIA_01-01-2019_A_31-12-2019.CSV
S;SC;ARARANGUA;A867;-28.931353;-49.49792;2.0;INMET_S_SC_A867_ARARANGUA_01-01-2019_A_31-12-2019.CSV
SE;MG;ESPINOSA;A543;-14.912284;-42.808473;565.36;INMET_SE_MG_A543_ESPINOSA_01-01-2019_A_31-12-2019.CSV
CO;MS;LAGUNA CARAPA;S711;-22.575389;-55.160333;499.0;INMET_CO_MS_S711_LAGUNA CARAPA_01-01-2019_A_31-12-2019.CSV
NE;PB;AREIA;A310;-6.975451;-35.718128;573.45;INMET_NE_PB_A310_AREIA_01-01-2019_A_31-12-2019.CSV
SE;MG;MANHUACU;A556;-20.263378;-42.182817;819.47;INMET_SE_MG_A556_MANHUACU_01-01-2019_A_31-12-2019.CSV
N;AM;MANACAPURU;A119;-3.29472221;-60.62833332;36.57;INMET_N_AM_A119_MANACAPURU_01-01-2019_A_31-12-2019.CSV
SE;ES;ALFREDO CHAVES;A615;-20.636526;-40.741818;14.19;INMET_SE_ES_A615_ALFREDO CHAVES_01-01-2019_A_31-12-2019.CSV
N;AM;HUMAITA;A112;-7.55252;-63.071343;53.56;INMET_N_AM_A112_HUMAITA_01-01-2019_A_31-12-2019.CSV
CO;GO;RIO VERDE;A025;-17.785303;-50.964869;780.11;INMET_CO_GO_A025_RIO VERDE_01-01-2019_A_31-12-2019.CSV
S;RS;SANTANA DO LIVRAMENTO;A804;-30.84249999;-55.61305555;328.0;INMET_S_RS_A804_SANTANA DO LIVRAMENTO_01-01-2019_A_31-12-2019.CSV
S;SC;MAJOR VIEIRA;A864;-26.393664;-50.363211;799.58;INMET_S_SC_A864_MAJOR VIEIRA_01-01-2019_A_31-12-2019.CSV
NE;PI;PIRIPIRI;A335;-4.276047;-41.794568;157.89;INMET_NE_PI_A335_PIRIPIRI_01-01-2019_A_31-12-2019.CSV
NE;SE;POCO VERDE;A419;-10.73805555;-38.10833333;367.01;INMET_NE_SE_A419_POCO VERDE_01-01-2019_A_31-12-2019.CSV
SE;SP;PRADOPOLIS;A747;-21.338432;-48.114007;540.41;INMET_SE_SP_A747_PRADOPOLIS_01-01-2019_A_31-12-2019.CSV
SE;RJ;SILVA JARDIM;A659;-22.64583333;-42.41555555;19.0;INMET_SE_RJ_A659_SILVA JARDIM_01-01-2019_A_31-12-2019.CSV
NE;PI;BOM JESUS DO PIAUI;A326;-9.083251;-44.32647;296.0;INMET_NE_PI_A326_BOM JESUS DO PIAUI_01-01-2019_A_31-12-2019.CSV
CO;MT;ROSARIO OESTE;A944;-14.82888888;-56.44194444;195.0;INMET_CO_MT_A944_ROSARIO OESTE_30-05-2019_A_31-12-2019.CSV
N;PA;ALTAMIRA;A253;-3.27027777;-52.39472221;191.0;INMET_N_PA_A253_ALTAMIRA_01-01-2019_A_31-12-2019.CSV
NE;SE;ITABAIANINHA;A417;-11.2725;-37.795;204.8;INMET_NE_SE_A417_ITABAIANINHA_01-01-2019_A_31-12-2019.CSV
S;PR;COLOMBO;B806;-25.322464;-49.157733;950.0;INMET_S_PR_B806_COLOMBO_01-01-2019_A_31-12-2019.CSV
SE;MG;PASSA QUATRO;A529;-22.395799;-44.961909;1017.1;INMET_SE_MG_A529_PASSA QUATRO_01-01-2019_A_31-12-2019.CSV
CO;MS;ITAPORA;S710;-22.092833;-54.798833;360.0;INMET_CO_MS_S710_ITAPORA_01-01-2019_A_31-12-2019.CSV
S;RS;ERECHIM;A828;-27.65771;-52.305805;777.08;INMET_S_RS_A828_ERECHIM_01-01-2019_A_31-12-2019.CSV
N;AM;LABREA;A111;-7.260681;-64.788501;61.91;INMET_N_AM_A111_LABREA_01-01-2019_A_31-12-2019.CSV
NE;BA;GUANAMBI;A426;-14.2081235;-42.749647;552.23;INMET_NE_BA_A426_GUANAMBI_01-01-2019_A_31-12-2019.CSV
CO;MT;BRASNORTE (NOVO MUNDO);A927;-12.52194443;-58.23138888;426.2;INMET_CO_MT_A927_BRASNORTE (NOVO MUNDO)_01-01-2019_A_31-12-2019.CSV
NE;BA;ITAPETINGA;A446;-15.24462;-40.22955;271.48;INMET_NE_BA_A446_ITAPETINGA_01-01-2019_A_31-12-2019.CSV
S;RS;SANTIAGO;A833;-29.191599;-54.885653;390.03;INMET_S_RS_A833_SANTIAGO_01-01-2019_A_31-12-2019.CSV
SE;MG;FORMIGA;A524;-20.45493;-45.453825;878.14;INMET_SE_MG_A524_FORMIGA_01-01-2019_A_31-12-2019.CSV
S;RS;SAO VICENTE DO SUL;A889;-29.702111;-54.694319;134.0;INMET_S_RS_A889_SAO VICENTE DO SUL_01-01-2019_A_31-12-2019.CSV
NE;MA;BALSAS;A204;-7.455609;-46.027546;271.03;INMET_NE_MA_A204_BALSAS_01-01-2019_A_31-12-2019.CSV
N;PA;SANTAREM;A250;-2.502572;-54.720279;137.0;INMET_N_PA_A250_SANTAREM_01-01-2019_A_31-12-2019.CSV
SE;SP;VALPARAISO;A734;-21.319138;-50.930158;381.9;INMET_SE_SP_A734_VALPARAISO_01-01-2019_A_31-12-2019.CSV
CO;MT;SAO JOSE DO XINGU;A942;-10.48416666;-52.37249999;300.0;INMET_CO_MT_A942_SAO JOSE DO XINGU_19-02-2019_A_31-12-2019.CSV
NE;BA;PORTO SEGURO;A427;-16.388977;-39.182389;86.36;INMET_NE_BA_A427_PORTO SEGURO_01-01-2019_A_31-12-2019.CSV
SE;MG;RIO PARDO DE MINAS;A551;-15.723139;-42.435756;850.06;INMET_SE_MG_A551_RIO PARDO DE MINAS_01-01-2019_A_31-12-2019.CSV
CO;MS;BELA VISTA;A757;-22.101536;-56.540763;206.09;INMET_CO_MS_A757_BELA VISTA_01-01-2019_A_31-12-2019.CSV
NE;PB;CABACEIRAS;A348;-7.483206;-36.286469;391.96;INMET_NE_PB_A348_CABACEIRAS_01-01-2019_A_31-12-2019.CSV
NE;PI;PICOS;A343;-7.0711111;-41.40416666;232.91;INMET_NE_PI_A343_PICOS_01-01-2019_A_31-12-2019.CSV
SE;MG;JANAUBA;A563;-15.80277777;-43.29694444;532.0;INMET_SE_MG_A563_JANAUBA_01-01-2019_A_31-12-2019.CSV
NE;RN;IPANGUACU;A372;-5.534867;-36.872313;19.0;INMET_NE_RN_A372_IPANGUACU_01-01-2019_A_31-12-2019.CSV
NE;RN;MOSSORO;A318;-4.904087;-37.366943;29.44;INMET_NE_RN_A318_MOSSORO_01-01-2019_A_31-12-2019.CSV
N;PA;REDENCAO;A254;-8.04333333;-50.00694444;199.0;INMET_N_PA_A254_REDENCAO_11-07-2019_A_31-12-2019.CSV
SE;ES;MARILANDIA;A632;-19.407181;-40.539825;95.0;INMET_SE_ES_A632_MARILANDIA_01-01-2019_A_31-12-2019.CSV
CO;GO;PIRES DO RIO;A033;-17.30416666;-48.28416666;757.27;INMET_CO_GO_A033_PIRES DO RIO_01-01-2019_A_31-12-2019.CSV
N;AP;ITAUBAL;A251;0.567833;-50.823528;21.0;INMET_N_AP_A251_ITAUBAL_01-01-2019_A_31-12-2019.CSV
SE;RJ;PARATI;A619;-23.22354;-44.726863;3.0;INMET_SE_RJ_A619_PARATI_01-01-2019_A_31-12-2019.CSV
NE;BA;BARRA;A429;-11.084858;-43.138998;407.5;INMET_NE_BA_A429_BARRA_01-01-2019_A_31-12-2019.CSV
SE;RJ;CAMPOS DOS GOYTACAZES - SAO TOME;A620;-22.04166666;-41.05166666;7.0;INMET_SE_RJ_A620_CAMPOS DOS GOYTACAZES - SAO TOME_01-01-2019_A_31-12-2019.CSV
S;PR;MORRETES;A873;-25.508935;-48.808681;50.31;INMET_S_PR_A873_MORRETES_01-01-2019_A_31-12-2019.CSV
S;RS;CAPAO DO LEAO (PELOTAS);A887;-31.8025;-52.40722222;13.0;INMET_S_RS_A887_CAPAO DO LEAO (PELOTAS)_18-07-2019_A_31-12-2019.CSV
