data;precipitacao_observada;precipitacao_prevista
2024-03-27;0.033;0.197
2024-03-28;0.158;0.497
2024-03-29;0.0;0.416
2024-03-30;0.0;0.133
2024-03-31;0.008;0.074
2024-04-01;0.0;0.024
2024-04-02;2.925;0.017
2024-04-03;0.017;0.923
2024-04-04;0.592;0.091
2024-04-05;0.15;0.277
2024-04-06;0.008;0.854
2024-04-07;0.0;0.121
2024-04-08;0.0;0.151
2024-04-09;0.0;0.033
2024-04-10;0.0;0.011
2024-04-11;0.558;-0.005
2024-04-12;0.467;0.145
2024-04-13;0.0;0.366
2024-04-14;0.0;0.248
2024-04-15;0.0;0.286
2024-04-16;0.0;0.041
2024-04-17;0.0;0.024
2024-04-18;0.0;-0.004
2024-04-19;0.0;-0.004
2024-04-20;0.0;-0.004
2024-04-21;0.0;-0.004
2024-04-22;0.692;-0.004
2024-04-23;0.0;0.101
2024-04-24;0.025;0.209
2024-04-25;0.0;0.205
2024-04-26;0.0;0.122
2024-04-27;0.0;0.036
2024-04-28;0.0;-0.003
2024-04-29;0.0;-0.004
2024-04-30;0.0;-0.004
2024-05-01;0.0;-0.004
2024-05-02;0.0;-0.004
2024-05-03;0.0;-0.004
2024-05-04;0.0;-0.004
2024-05-05;0.0;-0.004
2024-05-06;0.0;-0.004
2024-05-07;0.0;-0.004
2024-05-08;0.0;-0.004
2024-05-09;0.0;-0.004
2024-05-10;0.0;-0.004
2024-05-11;0.0;-0.004
2024-05-12;0.0;-0.004
2024-05-13;0.0;-0.004
2024-05-14;0.0;-0.004
2024-05-15;0.0;-0.004
2024-05-16;0.0;-0.004
2024-05-17;0.0;-0.004
2024-05-18;0.0;-0.004
2024-05-19;0.0;-0.004
2024-05-20;0.0;-0.004
2024-05-21;0.0;-0.004
2024-05-22;0.0;-0.004
2024-05-23;0.0;-0.004
2024-05-24;0.0;-0.004
2024-05-25;0.0;-0.004
2024-05-26;0.0;-0.004
2024-05-27;0.0;-0.004
2024-05-28;0.0;-0.004
2024-05-29;0.0;-0.004
2024-05-30;0.0;-0.004
2024-05-31;0.0;-0.004
2024-06-01;0.0;-0.004
2024-06-02;0.0;-0.004
2024-06-03;0.0;-0.004
2024-06-04;0.0;-0.004
2024-06-05;0.0;-0.004
2024-06-06;0.0;-0.004
2024-06-07;0.0;-0.004
2024-06-08;0.0;-0.004
2024-06-09;0.0;-0.004
2024-06-10;0.0;-0.004
2024-06-11;0.0;-0.004
2024-06-12;0.0;-0.004
2024-06-13;0.0;-0.004
2024-06-14;0.0;-0.004
2024-06-15;0.0;-0.004
2024-06-16;0.0;-0.004
2024-06-17;0.0;-0.004
2024-06-18;0.0;-0.004
2024-06-19;0.0;-0.004
2024-06-20;0.0;-0.004
2024-06-21;0.0;-0.004
2024-06-22;0.0;-0.004
2024-06-23;0.0;-0.004
2024-06-24;0.0;-0.004
2024-06-25;0.0;-0.004
2024-06-26;0.0;-0.004
2024-06-27;0.0;-0.004
2024-06-28;0.0;-0.004
2024-06-29;0.0;-0.004
2024-06-30;0.0;-0.004
2024-07-01;0.0;-0.004
2024-07-02;0.0;-0.004
2024-07-03;0.0;-0.004
2024-07-04;0.0;-0.004
2024-07-05;0.0;-0.004
2024-07-06;0.0;-0.004
2024-07-07;0.0;-0.004
2024-07-08;0.0;-0.004
2024-07-09;0.0;-0.004
2024-07-10;0.0;-0.004
2024-07-11;0.0;-0.004
2024-07-12;0.0;-0.004
2024-07-13;0.0;-0.004
2024-07-14;0.0;-0.004
2024-07-15;0.0;-0.004
2024-07-16;0.0;-0.004
2024-07-17;0.0;-0.004
2024-07-18;0.0;-0.004
2024-07-19;0.0;-0.004
2024-07-20;0.0;-0.004
2024-07-21;0.0;-0.004
2024-07-22;0.0;-0.004
2024-07-23;0.0;-0.004
2024-07-24;0.0;-0.004
2024-07-25;0.0;-0.004
2024-07-26;0.0;-0.004
2024-07-27;0.0;-0.004
2024-07-28;0.0;-0.004
2024-07-29;0.0;-0.004
2024-07-30;0.0;-0.004
2024-07-31;0.0;-0.004
2024-08-01;0.0;-0.004
2024-08-02;0.0;-0.004
2024-08-03;0.0;-0.004
2024-08-04;0.0;-0.004
2024-08-05;0.0;-0.004
2024-08-06;0.0;-0.004
2024-08-07;0.0;-0.004
2024-08-08;0.0;-0.004
2024-08-09;0.0;-0.004
2024-08-10;0.0;-0.004
2024-08-11;0.0;-0.004
2024-08-12;0.0;-0.004
2024-08-13;0.0;-0.004
2024-08-14;0.0;-0.004
2024-08-15;0.0;-0.004
2024-08-16;0.0;-0.004
2024-08-17;0.0;-0.004
2024-08-18;0.0;-0.004
2024-08-19;0.0;-0.004
2024-08-20;0.0;-0.004
2024-08-21;0.0;-0.004
2024-08-22;0.0;-0.004
2024-08-23;0.0;-0.004
2024-08-24;0.0;-0.004
2024-08-25;0.0;-0.004
2024-08-26;0.0;-0.004
2024-08-27;0.0;-0.004
2024-08-28;0.0;-0.004
2024-08-29;0.0;-0.004
2024-08-30;0.0;-0.004
2024-08-31;0.0;-0.004
2024-09-01;0.0;-0.004
2024-09-02;0.0;-0.004
2024-09-03;0.0;-0.004
2024-09-04;0.0;-0.004
2024-09-05;0.0;-0.004
2024-09-06;0.0;-0.004
2024-09-07;0.0;-0.004
2024-09-08;0.0;-0.004
2024-09-09;0.0;-0.004
2024-09-10;0.0;-0.004
2024-09-11;0.0;-0.004
2024-09-12;0.0;-0.004
2024-09-13;0.0;-0.004
2024-09-14;0.0;-0.004
2024-09-15;0.0;-0.004
2024-09-16;0.0;-0.004
2024-09-17;0.0;-0.004
2024-09-18;0.0;-0.004
2024-09-19;0.0;-0.004
2024-09-20;0.0;-0.004
2024-09-21;0.0;-0.004
2024-09-22;0.0;-0.004
2024-09-23;0.0;-0.004
2024-09-24;0.0;-0.004
2024-09-25;0.0;-0.004
2024-09-26;0.0;-0.004
2024-09-27;0.0;-0.004
2024-09-28;0.0;-0.004
2024-09-29;0.0;-0.004
2024-09-30;0.0;-0.004
2024-10-01;0.0;-0.004
2024-10-02;0.0;-0.004
2024-10-03;0.0;-0.004
2024-10-04;0.0;-0.004
2024-10-05;0.0;-0.004
2024-10-06;0.0;-0.004
2024-10-07;0.0;-0.004
2024-10-08;0.0;-0.004
2024-10-09;0.0;-0.004
2024-10-10;0.042;-0.004
2024-10-11;0.208;0.026
2024-10-12;0.067;0.207
2024-10-13;0.0;0.189
2024-10-14;2.483;0.139
2024-10-15;0.125;0.449
2024-10-16;1.525;0.12
2024-10-17;1.308;0.276
2024-10-18;1.3;-0.025
2024-10-19;0.133;0.302
2024-10-20;0.008;0.803
2024-10-21;0.133;0.057
2024-10-22;1.817;0.332
2024-10-23;0.067;0.453
2024-10-24;0.433;0.311
2024-10-25;0.922;0.43
2024-10-26;0.008;0.457
2024-10-27;0.292;0.312
2024-10-28;0.0;0.312
2024-10-29;0.158;0.299
2024-10-30;0.108;0.346
2024-10-31;0.1;0.253
2024-11-01;0.008;0.243
2024-11-02;0.008;0.138
2024-11-03;0.0;0.054
2024-11-04;0.0;0.014
2024-11-05;1.867;0.005
2024-11-06;0.0;0.23
2024-11-07;0.217;0.364
2024-11-08;0.325;0.419
2024-11-09;0.0;0.649
2024-11-10;0.392;0.201
2024-11-11;0.225;0.192
2024-11-12;0.442;0.349
2024-11-13;0.283;0.407
2024-11-14;1.025;0.38
2024-11-15;1.483;0.397
2024-11-16;0.117;0.45
2024-11-17;0.25;0.009
2024-11-18;0.108;0.185
2024-11-19;1.808;0.506
2024-11-20;0.367;0.393
2024-11-21;0.092;0.296
2024-11-22;0.55;0.473
2024-11-23;0.008;0.354
2024-11-24;0.342;0.411
2024-11-25;0.0;0.292
2024-11-26;0.0;0.292
2024-11-27;0.175;0.152
2024-11-28;0.0;0.24
2024-11-29;0.0;0.143
2024-11-30;0.0;0.079
2024-12-01;0.0;0.022
2024-12-02;0.008;0.014
2024-12-03;1.058;0.0
2024-12-04;1.008;0.055
2024-12-05;0.15;0.718
2024-12-06;0.0;0.295
2024-12-07;0.0;0.143
2024-12-08;0.0;0.113
2024-12-09;0.142;0.037
2024-12-10;0.025;0.17
2024-12-11;0.0;0.14
2024-12-12;0.617;0.074
2024-12-13;0.083;0.118
2024-12-14;0.033;0.246
2024-12-15;0.508;0.223
2024-12-16;0.033;0.303
2024-12-17;0.333;0.277
2024-12-18;0.008;0.202
2024-12-19;0.008;0.293
2024-12-20;0.25;0.166
2024-12-21;0.133;0.294
2024-12-22;0.858;0.264
2024-12-23;0.3;0.104
2024-12-24;1.2;0.387
2024-12-25;0.083;0.425
2024-12-26;0.467;0.138
2024-12-27;0.325;0.562
2024-12-28;0.433;0.587
2024-12-29;0.792;0.602
2024-12-30;0.087;0.29
2024-12-31;0.0;0.298
