data;umidade_observada;umidade_prevista
2024-03-15;74.84;74.612
2024-03-16;73.376;73.887
2024-03-17;80.947;74.12
2024-03-18;78.516;73.054
2024-03-19;78.979;72.214
2024-03-20;81.463;72.354
2024-03-21;80.147;72.304
2024-03-22;79.188;72.54
2024-03-23;88.271;71.947
2024-03-24;82.635;71.142
2024-03-25;83.177;68.543
2024-03-26;81.946;68.516
2024-03-27;84.615;68.974
2024-03-28;86.684;69.428
2024-03-29;80.211;66.54
2024-03-30;80.553;64.206
2024-03-31;79.74;65.693
2024-04-01;78.01;68.028
2024-04-02;85.844;69.21
2024-04-03;83.229;69.849
2024-04-04;87.126;70.927
2024-04-05;80.75;70.957
2024-04-06;83.635;73.279
2024-04-07;81.042;74.646
2024-04-08;73.354;75.169
2024-04-09;70.833;72.558
2024-04-10;79.75;72.631
2024-04-11;86.938;73.738
2024-04-12;84.635;75.129
2024-04-13;75.542;76.24
2024-04-14;71.135;72.187
2024-04-15;71.479;72.938
2024-04-16;73.49;71.987
2024-04-17;70.25;71.234
2024-04-18;68.479;73.896
2024-04-19;73.75;73.994
2024-04-20;71.531;69.963
2024-04-21;71.781;67.384
2024-04-22;71.948;68.087
2024-04-23;70.375;69.528
2024-04-24;73.229;69.118
2024-04-25;68.583;67.717
2024-04-26;67.26;67.271
2024-04-27;64.74;68.276
2024-04-28;66.646;69.093
2024-04-29;65.719;69.2
2024-04-30;63.229;68.848
2024-05-01;63.26;66.294
2024-05-02;62.229;64.348
2024-05-03;63.896;61.929
2024-05-04;56.427;62.931
2024-05-05;63.99;67.289
2024-05-06;70.198;68.656
2024-05-07;70.729;69.592
2024-05-08;67.865;68.972
2024-05-09;65.684;67.434
2024-05-10;67.104;64.054
2024-05-11;63.542;62.271
2024-05-12;59.323;63.634
2024-05-13;63.969;65.126
2024-05-14;64.292;61.923
2024-05-15;57.615;66.652
2024-05-16;51.552;69.485
2024-05-17;59.24;68.088
2024-05-18;60.573;58.01
2024-05-19;61.979;53.403
2024-05-20;69.052;53.907
2024-05-21;65.729;55.679
2024-05-22;60.604;58.235
2024-05-23;65.917;64.258
2024-05-24;63.396;66.643
2024-05-25;59.115;65.998
2024-05-26;54.646;65.228
2024-05-27;59.854;63.069
2024-05-28;58.604;61.023
2024-05-29;70.021;57.526
2024-05-30;68.832;57.713
2024-05-31;60.438;57.837
2024-06-01;63.052;59.179
2024-06-02;66.26;60.37
2024-06-03;68.5;61.005
2024-06-04;66.0;61.317
2024-06-05;64.337;62.107
2024-06-06;68.217;61.996
2024-06-07;65.583;59.203
2024-06-08;64.188;59.344
2024-06-09;60.812;58.512
2024-06-10;63.167;58.508
2024-06-11;66.167;62.454
2024-06-12;56.219;64.325
2024-06-13;61.094;63.057
2024-06-14;59.635;61.931
2024-06-15;65.573;65.136
2024-06-16;61.49;62.962
2024-06-17;58.667;57.726
2024-06-18;52.125;56.574
2024-06-19;60.948;58.36
2024-06-20;62.26;58.73
2024-06-21;59.625;55.275
2024-06-22;56.347;50.966
2024-06-23;54.073;54.206
2024-06-24;55.463;58.174
2024-06-25;49.323;56.007
2024-06-26;51.656;51.474
2024-06-27;54.792;51.606
2024-06-28;54.51;53.378
2024-06-29;53.394;53.125
2024-06-30;49.316;53.673
2024-07-01;43.832;51.762
2024-07-02;44.167;53.399
2024-07-03;59.0;51.553
2024-07-04;56.625;47.969
2024-07-05;53.781;50.47
2024-07-06;55.333;51.89
2024-07-07;48.417;47.178
2024-07-08;47.5;50.094
2024-07-09;49.438;48.96
2024-07-10;49.505;44.217
2024-07-11;46.915;47.029
2024-07-12;48.083;47.799
2024-07-13;52.865;46.182
2024-07-14;54.354;47.056
2024-07-15;53.146;47.42
2024-07-16;50.771;47.75
2024-07-17;50.663;52.209
2024-07-18;50.979;51.884
2024-07-19;52.396;50.48
2024-07-20;50.083;44.021
2024-07-21;51.615;51.346
2024-07-22;51.219;53.259
2024-07-23;49.948;48.867
2024-07-24;46.729;51.166
2024-07-25;45.719;52.556
2024-07-26;45.844;47.21
2024-07-27;54.156;44.133
2024-07-28;54.74;49.026
2024-07-29;45.948;44.773
2024-07-30;44.448;40.136
2024-07-31;39.458;45.267
2024-08-01;53.411;47.087
2024-08-02;58.864;45.743
2024-08-03;56.558;43.345
2024-08-04;52.264;41.341
2024-08-05;50.62;42.608
2024-08-06;53.118;43.416
2024-08-07;41.744;41.903
2024-08-08;46.125;42.287
2024-08-09;44.032;47.378
2024-08-10;58.698;50.286
2024-08-11;56.333;44.54
2024-08-12;36.947;38.652
2024-08-13;28.469;40.734
2024-08-14;34.853;41.167
2024-08-15;50.729;39.426
2024-08-16;44.358;42.183
2024-08-17;38.698;42.188
2024-08-18;35.802;41.648
2024-08-19;29.385;43.754
2024-08-20;31.177;42.649
2024-08-21;34.642;42.528
2024-08-22;27.469;42.901
2024-08-23;32.083;39.559
2024-08-24;35.521;41.585
2024-08-25;45.147;41.319
2024-08-26;59.781;39.342
2024-08-27;50.663;38.904
2024-08-28;45.896;43.498
2024-08-29;50.177;45.273
2024-08-30;45.802;45.277
2024-08-31;36.698;45.755
2024-09-01;29.333;42.072
2024-09-02;26.104;40.099
2024-09-03;29.521;37.263
2024-09-04;27.177;30.97
2024-09-05;27.585;31.158
2024-09-06;25.989;38.711
2024-09-07;27.621;39.442
2024-09-08;33.596;38.674
2024-09-09;28.914;34.702
2024-09-10;32.606;27.163
2024-09-11;36.552;23.076
2024-09-12;33.116;23.923
2024-09-13;35.344;24.023
2024-09-14;32.062;28.739
2024-09-15;28.26;35.195
2024-09-16;29.125;35.293
2024-09-17;37.809;36.318
2024-09-18;34.737;35.574
2024-09-19;40.625;29.404
2024-09-20;37.821;32.297
2024-09-21;32.382;41.721
2024-09-22;27.922;45.039
2024-09-23;28.584;49.715
2024-09-24;31.179;51.291
2024-09-25;27.505;51.878
2024-09-26;28.25;51.92
2024-09-27;28.966;49.267
2024-09-28;37.297;47.651
2024-09-29;46.351;49.328
2024-09-30;37.968;50.91
2024-10-01;28.298;50.702
2024-10-02;31.717;50.102
2024-10-03;28.696;47.617
2024-10-04;22.609;44.933
2024-10-05;28.25;49.031
2024-10-06;32.286;49.859
2024-10-07;48.432;51.924
2024-10-08;57.74;52.503
2024-10-09;55.446;55.929
2024-10-10;72.645;57.173
2024-10-11;68.516;56.123
2024-10-12;72.681;51.493
2024-10-13;62.156;49.76
2024-10-14;59.778;50.497
2024-10-15;81.088;46.33
2024-10-16;78.287;48.62
2024-10-17;86.593;45.338
2024-10-18;80.096;47.252
2024-10-19;83.989;50.362
2024-10-20;81.156;52.921
2024-10-21;79.37;62.757
2024-10-22;79.424;66.721
2024-10-23;78.267;67.542
2024-10-24;72.411;69.316
2024-10-25;80.506;64.533
2024-10-26;69.912;66.785
2024-10-27;69.542;64.07
2024-10-28;70.778;61.431
2024-10-29;71.33;60.228
2024-10-30;81.396;64.368
2024-10-31;80.716;67.332
2024-11-01;73.438;66.465
2024-11-02;78.152;68.802
2024-11-03;78.147;68.785
2024-11-04;69.374;67.669
2024-11-05;89.0;65.023
2024-11-06;76.032;66.384
2024-11-07;83.5;69.458
2024-11-08;85.385;71.121
2024-11-09;86.236;64.942
2024-11-10;71.758;69.597
2024-11-11;84.511;67.821
2024-11-12;79.659;69.201
2024-11-13;83.213;66.496
2024-11-14;88.056;72.326
2024-11-15;90.065;72.79
2024-11-16;76.09;73.481
2024-11-17;85.057;72.638
2024-11-18;75.843;73.409
2024-11-19;71.098;73.909
2024-11-20;72.911;72.732
2024-11-21;73.674;71.941
2024-11-22;81.88;71.524
2024-11-23;85.333;73.622
2024-11-24;83.967;70.658
2024-11-25;76.593;67.811
2024-11-26;73.467;69.021
2024-11-27;78.043;71.199
2024-11-28;74.932;73.199
2024-11-29;77.098;70.381
2024-11-30;71.511;68.702
2024-12-01;77.239;70.675
2024-12-02;81.483;71.499
2024-12-03;75.078;73.389
2024-12-04;77.33;74.716
2024-12-05;75.236;75.652
2024-12-06;53.409;77.881
2024-12-07;52.728;75.544
2024-12-08;58.911;74.574
2024-12-09;70.363;76.025
2024-12-10;71.143;75.627
2024-12-11;75.865;75.15
2024-12-12;81.225;74.977
2024-12-13;68.815;74.517
2024-12-14;74.978;70.829
2024-12-15;84.989;71.543
2024-12-16;75.295;69.506
2024-12-17;81.478;68.538
2024-12-18;77.216;70.499
2024-12-19;77.444;74.99
2024-12-20;73.0;74.443
2024-12-21;80.882;74.528
2024-12-22;85.297;74.706
2024-12-23;82.033;75.68
2024-12-24;85.853;75.293
2024-12-25;84.258;71.701
2024-12-26;84.299;74.622
2024-12-27;79.795;71.989
2024-12-28;74.495;71.838
2024-12-29;77.449;69.137
2024-12-30;82.098;70.814
2024-12-31;78.891;72.158
