data;precipitacao_observada;precipitacao_prevista
2024-01-17;895.838;894.466
2024-01-18;894.871;894.483
2024-01-19;894.677;894.491
2024-01-20;893.632;894.489
2024-01-21;894.093;894.478
2024-01-22;894.216;894.459
2024-01-23;893.007;894.433
2024-01-24;890.859;894.399
2024-01-25;890.678;894.359
2024-01-26;891.966;894.314
2024-01-27;892.626;894.265
2024-01-28;894.589;894.212
2024-01-29;895.802;894.157
2024-01-30;895.084;894.102
2024-01-31;895.086;894.047
2024-02-01;895.238;893.993
2024-02-02;895.696;893.942
2024-02-03;895.817;893.894
2024-02-04;895.715;893.85
2024-02-05;895.486;893.812
2024-02-06;896.532;893.779
2024-02-07;895.438;893.753
2024-02-08;894.163;893.734
2024-02-09;893.609;893.721
2024-02-10;894.459;893.717
2024-02-11;896.56;893.719
2024-02-12;897.522;893.729
2024-02-13;897.042;893.746
2024-02-14;897.08;893.769
2024-02-15;896.06;893.799
2024-02-16;895.753;893.833
2024-02-17;894.508;893.873
2024-02-18;893.563;893.916
2024-02-19;892.581;893.962
2024-02-20;890.907;894.011
2024-02-21;890.305;894.06
2024-02-22;891.775;894.111
2024-02-23;894.864;894.16
2024-02-24;897.141;894.209
2024-02-25;897.522;894.256
2024-02-26;895.999;894.3
2024-02-27;894.547;894.341
2024-02-28;894.776;894.378
2024-02-29;895.149;894.411
2024-03-01;894.504;894.44
2024-03-02;894.003;894.465
2024-03-03;893.683;894.485
2024-03-04;894.639;894.5
2024-03-05;895.28;894.512
2024-03-06;895.124;894.52
2024-03-07;895.906;894.524
2024-03-08;895.652;894.525
2024-03-09;895.208;894.523
2024-03-10;895.38;894.519
2024-03-11;895.178;894.513
2024-03-12;895.783;894.506
2024-03-13;895.799;894.499
2024-03-14;895.659;894.491
2024-03-15;894.05;894.484
2024-03-16;892.909;894.477
2024-03-17;894.596;894.471
2024-03-18;894.31;894.466
2024-03-19;893.171;894.463
2024-03-20;892.315;894.461
2024-03-21;893.547;894.462
2024-03-22;893.918;894.463
2024-03-23;894.108;894.467
2024-03-24;894.104;894.472
2024-03-25;893.346;894.478
2024-03-26;893.906;894.485
2024-03-27;894.566;894.494
2024-03-28;896.203;894.503
2024-03-29;896.926;894.513
2024-03-30;895.703;894.523
2024-03-31;895.101;894.534
2024-04-01;894.097;894.545
2024-04-02;894.225;894.557
2024-04-03;894.058;894.568
2024-04-04;894.862;894.58
2024-04-05;895.12;894.593
2024-04-06;894.481;894.606
2024-04-07;895.034;894.62
2024-04-08;894.961;894.635
2024-04-09;894.668;894.653
2024-04-10;893.809;894.672
2024-04-11;894.693;894.694
2024-04-12;895.165;894.719
2024-04-13;895.284;894.748
2024-04-14;894.507;894.781
2024-04-15;894.814;894.818
2024-04-16;895.929;894.859
2024-04-17;895.273;894.906
2024-04-18;894.279;894.957
2024-04-19;894.892;895.014
2024-04-20;896.147;895.076
2024-04-21;896.214;895.142
2024-04-22;895.481;895.214
2024-04-23;895.315;895.289
2024-04-24;895.628;895.368
2024-04-25;895.016;895.45
2024-04-26;894.966;895.535
2024-04-27;894.855;895.621
2024-04-28;895.07;895.707
2024-04-29;895.385;895.793
2024-04-30;895.693;895.877
2024-05-01;895.506;895.959
2024-05-02;893.801;896.038
2024-05-03;893.868;896.112
2024-05-04;895.571;896.181
2024-05-05;896.85;896.244
2024-05-06;895.868;896.3
2024-05-07;895.255;896.349
2024-05-08;895.785;896.39
2024-05-09;896.772;896.424
2024-05-10;895.792;896.45
2024-05-11;895.657;896.469
2024-05-12;895.193;896.481
2024-05-13;895.728;896.485
2024-05-14;895.911;896.485
2024-05-15;895.56;896.479
2024-05-16;896.04;896.469
2024-05-17;897.515;896.456
2024-05-18;897.466;896.442
2024-05-19;897.229;896.428
2024-05-20;896.979;896.415
2024-05-21;897.322;896.405
2024-05-22;898.107;896.398
2024-05-23;897.47;896.396
2024-05-24;896.651;896.401
2024-05-25;896.495;896.413
2024-05-26;897.088;896.433
2024-05-27;897.684;896.461
2024-05-28;897.908;896.499
2024-05-29;898.067;896.546
2024-05-30;898.243;896.602
2024-05-31;898.44;896.667
2024-06-01;899.189;896.741
2024-06-02;899.568;896.822
2024-06-03;900.168;896.91
2024-06-04;898.527;897.003
2024-06-05;898.597;897.1
2024-06-06;898.192;897.199
2024-06-07;899.439;897.3
2024-06-08;899.705;897.399
2024-06-09;898.741;897.496
2024-06-10;898.069;897.588
2024-06-11;898.524;897.675
2024-06-12;898.278;897.754
2024-06-13;897.833;897.824
2024-06-14;898.253;897.883
2024-06-15;899.214;897.932
2024-06-16;898.186;897.968
2024-06-17;896.546;897.992
2024-06-18;896.036;898.003
2024-06-19;896.726;898.001
2024-06-20;897.035;897.986
2024-06-21;896.603;897.96
2024-06-22;897.092;897.923
2024-06-23;896.898;897.877
2024-06-24;897.228;897.822
2024-06-25;897.45;897.761
2024-06-26;897.386;897.696
2024-06-27;895.935;897.628
2024-06-28;895.328;897.559
2024-06-29;897.134;897.492
2024-06-30;896.366;897.429
2024-07-01;897.185;897.372
2024-07-02;897.811;897.322
2024-07-03;897.319;897.281
2024-07-04;896.256;897.252
2024-07-05;897.543;897.235
2024-07-06;898.58;897.231
2024-07-07;897.949;897.241
2024-07-08;896.883;897.265
2024-07-09;895.387;897.304
2024-07-10;895.406;897.357
2024-07-11;897.241;897.423
2024-07-12;899.848;897.501
2024-07-13;899.958;897.59
2024-07-14;899.604;897.688
2024-07-15;900.056;897.794
2024-07-16;900.356;897.905
2024-07-17;901.131;898.019
2024-07-18;899.744;898.133
2024-07-19;900.435;898.246
2024-07-20;900.242;898.354
2024-07-21;899.224;898.456
2024-07-22;899.929;898.548
2024-07-23;900.046;898.629
2024-07-24;900.376;898.697
2024-07-25;900.161;898.75
2024-07-26;898.338;898.786
2024-07-27;898.481;898.805
2024-07-28;899.336;898.805
2024-07-29;899.43;898.787
2024-07-30;898.811;898.75
2024-07-31;898.927;898.695
2024-08-01;899.72;898.622
2024-08-02;897.429;898.532
2024-08-03;897.48;898.427
2024-08-04;897.806;898.308
2024-08-05;898.472;898.177
2024-08-06;896.572;898.037
2024-08-07;895.519;897.889
2024-08-08;895.855;897.736
2024-08-09;896.167;897.581
2024-08-10;895.957;897.425
2024-08-11;896.106;897.272
2024-08-12;897.754;897.122
2024-08-13;897.767;896.979
2024-08-14;898.035;896.845
2024-08-15;898.507;896.72
2024-08-16;898.555;896.606
2024-08-17;898.004;896.505
2024-08-18;897.98;896.416
2024-08-19;897.899;896.341
2024-08-20;898.548;896.279
2024-08-21;897.383;896.23
2024-08-22;896.547;896.194
2024-08-23;895.983;896.169
2024-08-24;896.621;896.155
2024-08-25;897.513;896.15
2024-08-26;897.78;896.152
2024-08-27;898.653;896.159
2024-08-28;899.261;896.171
2024-08-29;900.241;896.184
2024-08-30;899.624;896.197
2024-08-31;898.2;896.208
2024-09-01;898.039;896.216
2024-09-02;896.195;896.217
2024-09-03;895.798;896.212
2024-09-04;896.349;896.199
2024-09-05;896.759;896.176
2024-09-06;895.067;896.143
2024-09-07;896.42;896.1
2024-09-08;898.049;896.045
2024-09-09;897.426;895.98
2024-09-10;896.699;895.904
2024-09-11;896.349;895.818
2024-09-12;896.711;895.723
2024-09-13;896.151;895.62
2024-09-14;895.999;895.51
2024-09-15;896.042;895.395
2024-09-16;896.094;895.276
2024-09-17;895.341;895.154
2024-09-18;895.147;895.033
2024-09-19;895.609;894.913
2024-09-20;895.127;894.795
2024-09-21;894.622;894.682
2024-09-22;893.803;894.576
2024-09-23;894.012;894.476
2024-09-24;894.411;894.385
2024-09-25;894.027;894.304
2024-09-26;894.285;894.233
2024-09-27;894.22;894.173
2024-09-28;893.605;894.123
2024-09-29;895.502;894.085
2024-09-30;895.41;894.057
2024-10-01;894.536;894.04
2024-10-02;893.414;894.032
2024-10-03;893.088;894.034
2024-10-04;893.66;894.042
2024-10-05;893.475;894.057
2024-10-06;893.071;894.078
2024-10-07;892.426;894.102
2024-10-08;893.784;894.128
2024-10-09;894.354;894.155
2024-10-10;894.476;894.182
2024-10-11;894.006;894.207
2024-10-12;896.264;894.228
2024-10-13;897.361;894.245
2024-10-14;897.693;894.256
2024-10-15;896.237;894.261
2024-10-16;894.571;894.259
2024-10-17;894.724;894.25
2024-10-18;893.672;894.233
2024-10-19;892.186;894.207
2024-10-20;891.469;894.174
2024-10-21;894.157;894.133
2024-10-22;896.234;894.085
2024-10-23;894.602;894.03
2024-10-24;892.402;893.97
2024-10-25;893.799;893.904
2024-10-26;893.856;893.835
2024-10-27;894.82;893.763
2024-10-28;895.298;893.689
2024-10-29;894.64;893.615
2024-10-30;893.181;893.541
2024-10-31;893.358;893.469
2024-11-01;894.022;893.399
2024-11-02;894.21;893.333
2024-11-03;893.471;893.272
2024-11-04;892.463;893.216
2024-11-05;894.992;893.166
2024-11-06;893.823;893.123
2024-11-07;893.134;893.086
2024-11-08;892.277;893.057
2024-11-09;892.98;893.034
2024-11-10;892.058;893.018
2024-11-11;891.809;893.009
2024-11-12;891.622;893.006
2024-11-13;890.787;893.008
2024-11-14;891.741;893.016
2024-11-15;893.072;893.028
2024-11-16;893.951;893.044
2024-11-17;894.572;893.062
2024-11-18;893.319;893.083
2024-11-19;892.788;893.104
2024-11-20;893.563;893.125
2024-11-21;893.473;893.146
2024-11-22;893.036;893.164
2024-11-23;893.078;893.181
2024-11-24;893.615;893.194
2024-11-25;895.158;893.204
2024-11-26;895.319;893.21
2024-11-27;894.09;893.211
2024-11-28;893.003;893.207
2024-11-29;894.335;893.198
2024-11-30;893.689;893.185
2024-12-01;893.289;893.166
2024-12-02;893.052;893.143
2024-12-03;893.059;893.115
2024-12-04;892.82;893.084
2024-12-05;893.055;893.049
2024-12-06;893.582;893.012
2024-12-07;893.77;892.973
2024-12-08;894.307;892.932
2024-12-09;893.899;892.891
2024-12-10;892.453;892.851
2024-12-11;892.189;892.812
2024-12-12;892.975;892.775
2024-12-13;892.596;892.742
2024-12-14;891.852;892.712
2024-12-15;893.056;892.687
2024-12-16;894.666;892.668
2024-12-17;895.655;892.655
2024-12-18;895.288;892.649
2024-12-19;894.506;892.65
2024-12-20;893.524;892.659
2024-12-21;893.872;892.676
2024-12-22;895.174;892.702
2024-12-23;894.22;892.736
2024-12-24;893.111;892.777
2024-12-25;892.456;892.828
2024-12-26;892.854;892.885
2024-12-27;894.058;892.951
2024-12-28;894.303;893.023
2024-12-29;893.313;893.101
2024-12-30;893.049;893.184
2024-12-31;893.803;893.272
